Epoch,Text_id_setup_0502,Text_id_setup_0503,Text_id_setup_0505
1627750801,28.7832,50.5103,100490
1627754401,28.6619,52.16,100417
1627758001,28.6301,52.9888,100308
1627761601,28.8523,54.2,100272
1627765201,28.7117,54.2,100246
1627768801,28.7457,54.2,100245
1627772401,28.619,54.2,100273
1627776001,28.5225,54.2,100336
1627779601,28.7352,54.2,100393
1627783201,29.1469,54.2253,100453
1627786801,30.8883,59.619,100438
1627790401,31.3985,61.3024,100402
1627794001,31.8353,58.9339,100306
1627797601,32.2622,58.29,100220
1627801201,32.1468,57.637,100139
1627804801,32.317,58.28,100102
1627808401,33.2626,55.1122,100041
1627812001,33.475,54.4866,100065
1627815601,31.6941,58.9047,100165
1627819201,31.7841,59.6525,100166
1627822801,31.5876,61.6364,100283
1627826401,31.3362,62.4881,100305
1627830001,29.8176,55.4549,100342
1627833601,29.4999,55.459,100344
1627837200,29.4004,53.8428,100340
1627840800,29.0496,51.8871,100330
1627844400,29.0131,50.12,100283
1627848000,28.8803,51.7531,100237
1627851600,28.7532,52.13,100256
1627855200,28.7382,52.1217,100297
1627858800,28.619,50.13,100310
1627862400,28.7038,50.13,100332
1627866000,28.73,50.13,100395
1627869600,29.0037,51.2062,100459
1627873200,30.0403,58.8684,100467
1627876800,31.2667,62.0442,100418
1627880400,31.506,60.1025,100342
1627884000,31.8144,58.74,100271
1627887600,31.8929,58.5083,100201
1627891200,31.9626,56.68,100161
1627894800,31.8129,58.0175,100165
1627901607,31.7495,61.5412,100185
1627905207,31.5882,62.6842,100255
1627908807,31.677,64.68,100314
1627912407,31.1614,62.2309,100382
1627916007,29.6374,55.3525,100458
1627919607,29.3982,56.59,100468
1627923207,29.4108,54.3246,100463
1627923600,29.2115,52.57,100434
1627927200,29.1877,52.57,100402
1627930800,28.9452,52.57,100349
1627934400,28.8314,51.5901,100333
1627938000,28.6561,51.9683,100322
1627941600,28.6649,52.59,100330
1627945200,28.6479,52.59,100356
1627948800,28.5233,52.59,100396
1627952400,28.7312,51.7527,100432
1627956000,29.2518,54.89,100470
1627959600,31.0324,60.95,100505
1627963200,31.531,60.792,100479
1627966800,31.999,58.9,100437
1627970400,32.2711,57.3046,100333
1627974000,32.5581,56.012,100250
1627977600,32.6656,55.7202,100204
1627981200,33.1393,55.6755,100174
1627989968,32.0637,58.21,100278
1627993568,31.9554,58.21,100339
1627997168,31.8136,59.4369,100398
1628000768,31.5551,60.805,100506
1628004368,31.4877,62.23,100571
1628007968,30.3765,56.6693,100611
1628010000,30.1048,56.19,100605
1628013600,29.3741,54.4764,100582
1628017200,28.5212,48.1505,100479
1628020800,28.4356,48.15,100409
1628024400,28.3595,48.15,100408
1628028000,28.2878,48.15,100434
1628031600,28.274,49.4607,100491
1628035200,28.5378,50.6839,100544
1628038800,29.6498,52.7839,100606
1628042400,30.9947,56.6965,100581
1628046000,31.2988,60.1792,100564
1628049600,31.7741,57.8289,100506
1628053200,32.3085,56.17,100467
1628056800,32.51,56.17,100386
1628060400,32.4467,56.17,100313
1628064000,32.6045,56.8033,100251
1628067600,32.3676,56.96,100215
1628071200,32.802,56.7695,100222
1628074800,31.9091,58.7471,100271
1628078400,31.6107,60.0137,100307
1628082000,31.8407,62.24,100378
1628085600,31.9466,62.24,100448
1628089200,31.7749,62.24,100495
1628092800,31.5607,62.8233,100489
1628096401,31.656,64.24,100470
1628100001,30.7381,60.6119,100442
1628103601,29.6831,54.8661,100430
1628107201,29.3956,51.5547,100392
1628110801,29.1912,50.14,100400
1628114401,28.9973,50.14,100420
1628118001,28.8991,50.14,100435
1628121601,28.8591,50.14,100472
1628125201,29.0019,50.14,100523
1628128801,29.1206,51.7942,100552
1628132401,30.9829,59.0807,100554
1628136001,31.9145,58.1118,100511
1628139601,32.1853,57.2078,100461
1628143201,31.9511,59.873,100369
1628146801,32.2187,56.53,100305
1628150401,32.5075,56.53,100249
1628154001,32.3468,58.9108,100223
1628157601,32.9457,57.3929,100222
1628161201,32.8004,56.52,100291
1628164801,32.0699,58.2742,100336
1628168401,31.9369,60.0484,100395
1628172001,31.9688,62.0113,100481
1628175601,31.1521,59.6005,100581
1628179201,29.953,55.5141,100622
1628182800,29.6582,55.2051,100603
1628186400,28.4501,46.5091,100561
1628190000,28.6725,48.05,100509
1628193600,28.7283,48.5,100466
1628197200,28.5241,48.5,100453
1628200800,28.6328,48.5,100432
1628204400,28.4452,48.5,100479
1628208000,28.4082,48.5,100504
1628211600,29.1259,49.103,100575
1628215200,30.8166,54.2494,100624
1628218800,31.2146,59.0227,100589
1628222400,31.733,59.074,100556
1628226000,32.2763,55.6484,100501
1628229600,32.5244,54.55,100410
1628233200,32.7321,54.55,100334
1628236800,32.8938,54.55,100272
1628240400,33.013,54.55,100205
1628244000,33.6615,53.3387,100188
1628247600,33.1425,52.9897,100249
1628251200,32.5463,55.8092,100306
1628254800,32.1598,58.4008,100406
1628258400,32.0616,58.53,100457
1628262000,32.0212,59.1456,100522
1628265600,31.0984,57.4728,100593
1628269201,29.8192,53.75,100612
1628272801,28.5166,48.8597,100566
1628276401,28.3385,46.41,100538
1628280001,28.4414,48.3069,100480
1628283601,28.3264,48.42,100466
1628287201,28.0876,48.42,100468
1628290801,28.2281,48.4409,100518
1628294401,28.9593,50.5514,100576
1628298001,30.8383,53.7088,100632
1628301601,31.2507,57.7956,100663
1628305201,31.6972,60.4039,100664
1628308801,32.1196,58.49,100620
1628312401,32.5303,56.815,100556
1628316001,32.8518,56.49,100467
1628319601,32.9489,56.49,100366
1628323201,33.0206,56.49,100290
1628326801,33.256,56.49,100238
1628330401,33.3047,56.49,100219
1628334001,33.4532,56.49,100231
1628337601,32.8977,57.9483,100305
1628341201,32.0651,59.5298,100351
1628344801,31.267,57.4633,100444
1628348401,31.2536,58.4175,100548
1628352001,31.8229,59.5765,100590
1628355600,30.3826,55.2725,100610
1628359200,29.4546,52.3676,100580
1628362800,28.7751,48.38,100500
1628366400,28.5655,48.38,100448
1628370000,28.6752,48.2606,100452
1628373600,28.9423,50.6254,100459
1628377200,28.9175,52.38,100495
1628380800,28.8677,50.5394,100536
1628384400,28.9921,52.4,100606
1628388000,30.4366,52.7167,100614
1628391600,31.2835,57.0758,100596
1628395200,32.0716,58.42,100543
1628398800,32.3927,58.42,100499
1628402400,32.7676,58.42,100417
1628406000,33.0543,58.42,100328
1628409600,33.1674,57.9739,100258
1628413200,33.4087,56.4,100196
1628416800,33.3642,55.9577,100180
1628420400,32.9051,58.41,100208
1628424000,32.7789,58.612,100270
1628427600,32.4832,60.43,100374
1628431200,32.2427,60.6729,100472
1628434800,30.6403,55.8624,100591
1628438400,30.248,55.588,100603
1628442001,30.0706,55.4609,100539
1628445601,28.7377,49.4736,100562
1628449201,28.5553,48.29,100499
1628452801,28.4736,48.29,100454
1628456401,28.5268,47.7635,100416
1628460001,28.7179,49.5257,100422
1628463601,28.8951,52.1417,100430
1628467201,28.9113,52.3,100460
1628470801,29.0509,52.3,100511
1628474401,29.168,52.3,100527
1628478001,30.8818,59.2138,100490
1628481601,31.8502,59.8936,100446
1628485201,32.1732,58.35,100360
1628488801,32.539,57.8833,100266
1628492401,32.9244,56.35,100162
1628496001,33.1809,56.35,100093
1628499601,33.7321,54.5284,100043
1628503201,34.6268,52.4211,100003
1628506801,33.2079,57.4692,100041
1628510401,32.8683,59.165,100135
1628514001,32.6304,61.0103,100185
1628517601,32.1796,59.0512,100271
1628521201,31.7868,56.5134,100383
1628524801,31.965,56.23,100463
1628528400,31.7011,56.6045,100418
1628532000,31.7148,59.4811,100362
1628535600,31.7961,61.285,100340
1628539200,31.7707,62.26,100308
1628542800,31.7468,64.01,100286
1628546400,31.7751,64.26,100280
1628550000,31.7106,64.4915,100307
1628553600,31.6956,66.28,100330
1628557200,31.798,66.0728,100375
1628560800,32.0892,63.9958,100377
1628564400,32.2276,62.1833,100402
1628568000,32.4453,60.25,100401
1628571600,32.6954,58.5709,100344
1628575200,32.5746,58.9298,100251
1628578800,32.6462,58.24,100141
1628582400,32.9823,56.9344,100060
1628586000,32.2687,61.5273,100111
1628589600,31.003,65.2171,100181
1628593200,31.5958,64.7277,100178
1628596800,31.8185,63.5971,100217
1628600400,31.9946,62.27,100280
1628604000,31.4398,63.1656,100375
1628607600,31.4865,62.8997,100476
1628611200,31.6049,62.3967,100510
1628614801,30.4382,55.3747,100492
1628618401,28.7694,49.8962,100481
1628622001,28.3919,47.0474,100473
1628625601,28.4975,48.2415,100441
1628629201,28.5436,48.13,100456
1628632801,28.4442,48.13,100456
1628636401,28.2451,48.13,100484
1628640001,28.251,48.13,100535
1628643601,28.4621,48.13,100572
1628647202,28.5261,48.13,100599
1628652436,30.9253,61.0937,100621
1628656036,31.5059,61.17,100570
1628659636,31.9354,61.17,100499
1628663236,32.1176,59.6686,100437
1628666836,31.8106,59.14,100458
1628670436,31.7439,57.8826,100480
1628674036,31.2464,59.17,100449
1628677636,31.3583,59.17,100434
1628681236,31.1857,59.77,100460
1628684836,31.056,61.17,100530
1628688436,31.3187,61.3825,100651
1628692036,31.203,62.2595,100700
1628695636,29.8664,57.16,100799
1628699236,29.2326,54.3269,100832
1628701200,28.1942,47.5146,100805
1628704800,28.082,47.11,100789
1628708400,28.1693,47.7088,100753
1628712000,28.3275,49.12,100707
1628715600,28.2845,49.12,100675
1628719200,28.3048,49.12,100671
1628722800,28.2018,49.12,100688
1628726400,28.2594,49.12,100760
1628730000,28.3096,49.12,100820
1628733600,28.3297,49.12,100830
1628737200,30.0785,57.872,100822
1628740800,31.3515,59.26,100815
1628744400,30.2936,63.1165,100852
1628748000,30.6852,65.31,100736
1628751600,31.1333,64.309,100628
1628755200,31.4202,58.7718,100553
1628758800,31.4864,58.8173,100544
1628762400,31.6644,56.5644,100542
