Epoch,Text_id_setup_0502,Text_id_setup_0503
1616770637,29.9202,66.6318
1616770667,29.9202,66.6547
1616770697,29.9202,66.6547
1616770727,29.9202,66.6547
1616770757,29.9202,66.6547
1616770787,29.9202,66.6547
1616770817,29.9202,66.6547
1616770847,29.9202,66.6547
1616770877,29.9202,66.6547
1616770907,29.9202,66.6547
1616770937,29.9202,66.6547
1616770967,29.9202,66.6547
1616770997,29.9202,66.6547
1616771027,29.9202,66.6547
1616771057,29.9202,66.6547
1616771087,29.8773,66.3648
1616771117,29.8773,66.3877
1616771147,29.8773,66.3877
1616771177,29.8773,66.3877
1616771207,29.8773,66.3877
1616771237,29.8773,66.3877
1616771267,29.8773,66.3877
1616771297,29.8773,66.3877
1616771327,29.8773,66.3877
1616771357,29.8773,66.3877
1616771387,29.8773,66.3877
1616771417,29.8773,66.3877
1616771447,29.8773,66.3877
1616771477,29.8773,66.3877
1616771507,29.8773,66.3877
1616771537,29.8773,66.3877
1616771567,29.8773,66.3877
1616771597,29.8773,66.3877
1616771627,29.8773,66.3877
1616771657,29.8773,66.3877
1616771687,29.8773,66.3877
1616771717,29.8773,66.3877
1616771747,29.8773,66.3877
1616771777,29.8773,66.3877
1616771807,29.8773,66.3877
1616771837,29.8773,66.3877
1616771867,29.8773,66.3877
1616771897,29.8773,66.3877
1616771927,29.8773,66.3877
1616771957,29.8773,66.3877
1616771987,29.8773,66.3877
1616772017,29.8773,66.3877
1616772047,29.8773,66.3877
1616772077,29.8773,66.3877
1616772107,29.8773,66.3877
1616772137,29.8773,66.3877
1616772167,29.8773,66.3877
1616772197,29.8773,66.3877
1616772227,29.8773,66.3877
1616772257,29.8773,66.3877
1616772287,29.8773,66.3877
1616772317,29.8773,66.3877
1616772347,29.8773,66.3877
1616772377,29.8773,66.3877
1616772407,29.9846,64.8466
1616772437,29.9953,65.3348
1616772467,29.9953,65.3348
1616772497,29.9953,65.3348
1616772527,29.9953,65.3348
1616772557,29.9953,65.3348
1616772587,29.9953,65.3348
1616772617,29.9953,65.3348
1616772647,29.9953,65.3348
1616772677,29.9953,65.3348
1616772707,29.9953,65.3348
1616772737,29.9953,65.3348
1616772767,29.9953,65.3348
1616772797,29.9953,65.3348
1616772827,29.9953,65.3348
1616772857,29.9953,65.3348
1616772887,29.9953,65.3348
1616772917,29.9953,65.3348
1616772947,29.9953,65.3348
1616772977,29.9953,65.3348
1616773007,29.9953,65.3348
1616773037,29.9953,65.3348
1616773067,29.9953,65.3348
1616773097,29.9953,65.3348
1616773127,29.9953,65.3348
1616773157,29.9632,66.2427
1616773187,29.9632,66.1741
1616773217,29.9632,66.1741
1616773247,29.9632,66.1741
