Epoch,Text_id_setup_0502,Text_id_setup_0503
1616770637,29.8465,68.9405
1616770667,29.832,68.959
1616770697,29.832,68.959
1616770727,29.832,68.959
1616770757,29.832,68.959
1616770787,29.832,68.959
1616770817,29.832,68.959
1616770847,29.832,68.959
1616770877,29.832,68.959
1616770907,29.832,68.959
1616770937,29.832,68.959
1616770967,29.832,68.959
1616770997,29.832,68.959
1616771027,29.832,68.959
1616771057,29.832,68.959
1616771087,29.818,68.997
1616771117,29.832,68.991
1616771147,29.832,68.991
1616771177,29.832,68.991
1616771207,29.832,68.991
1616771237,29.832,68.991
1616771267,29.832,68.991
1616771297,29.832,68.991
1616771327,29.832,68.991
1616771357,29.832,68.991
1616771387,29.832,68.991
1616771417,29.832,68.991
1616771447,29.832,68.991
1616771477,29.832,68.991
1616771507,29.832,68.991
1616771537,29.832,68.991
1616771567,29.832,68.991
1616771597,29.832,68.991
1616771627,29.832,68.991
1616771657,29.832,68.991
1616771687,29.832,68.991
1616771717,29.832,68.991
1616771747,29.832,68.991
1616771777,29.832,68.991
1616771807,29.832,68.991
1616771837,29.832,68.991
1616771867,29.832,68.991
1616771897,29.832,68.991
1616771927,29.832,68.991
1616771957,29.832,68.991
1616771987,29.832,68.991
1616772017,29.832,68.991
1616772047,29.832,68.991
1616772077,29.832,68.991
1616772107,29.832,68.991
1616772137,29.832,68.991
1616772167,29.832,68.991
1616772197,29.832,68.991
1616772227,29.832,68.991
1616772257,29.832,68.991
1616772287,29.832,68.991
1616772317,29.832,68.991
1616772347,29.832,68.991
1616772377,29.832,68.991
1616772407,29.832,69.013
1616772437,29.818,68.977
1616772467,29.818,68.977
1616772497,29.818,68.977
1616772527,29.818,68.977
1616772557,29.818,68.977
1616772587,29.818,68.977
1616772617,29.818,68.977
1616772647,29.818,68.977
1616772677,29.818,68.977
1616772707,29.818,68.977
1616772737,29.818,68.977
1616772767,29.818,68.977
1616772797,29.818,68.977
1616772827,29.818,68.977
1616772857,29.818,68.977
1616772887,29.818,68.977
1616772917,29.818,68.977
1616772947,29.818,68.977
1616772977,29.818,68.977
1616773007,29.818,68.977
1616773037,29.818,68.977
1616773067,29.818,68.977
1616773097,29.818,68.977
1616773127,29.818,68.977
1616773157,29.845,68.972
1616773187,29.845,69.004
1616773217,29.845,69.004
1616773247,29.845,69.004
1616773277,29.845,69.004
1616773307,29.845,69.004
1616773337,29.845,69.004
1616773367,29.845,69.004
1616773397,29.845,69.004
1616773427,29.845,69.004
1616773457,29.845,69.004
1616773487,29.845,69.004
1616773517,29.845,69.004
1616773547,29.832,69.013
1616773577,29.832,69.064
1616773607,29.832,69.064
1616773637,29.832,69.064
1616773667,29.832,69.064
1616773697,29.832,69.064
1616773727,29.832,69.064
1616773757,29.832,69.064
1616773787,29.832,69.064
1616773817,29.832,69.064
1616773847,29.832,69.064
1616773877,29.832,69.064
1616773907,29.832,69.064
1616773937,29.832,69.064
1616773967,29.832,69.064
1616773997,29.832,69.064
